word,string,_word,heading,content,table,,,,,,,
orichalcum,"<p><b>ORICHAL'CUM, </b> n. [L. orichalcum, mountain brass; Gr. aurichalcum, gold-brass.]<p><DD>A metallic substance resembling gold in color, but inferior in value; the brass of the ancients.",nut,Nut,,,,,,,,,
oriency,"<p><b>O'RIENCY, </b> n. [See Orient.] Brightness or strength of color. [Little used.]",nuthatch,Nut-hatch,,,,,,,,,
origanum,"<p><b>ORIGA'NUM, </b> n. [L. from Gr.] Marjoram, a genus of plants. One species of this genus is a rich aromatic, excellent for culinary purposes.",nutritious,Nutritious,,,,,,,,,
orphanism,"<p><b>OR'PHANISM, </b> n. The state of an orphan.",obduct,Obduct,,,,,,,,,
osteocolla,"<p><b>OSTEOCOL'LA, </b> n. [Gr. a bone, and glue.] A carbonate of lime, a fossil formed by incrustation on the stem of a plant. It is found in long, thick, and irregular cylindric pieces, generally hollow, sometimes filled with calcarious earth, and in size, from that of a crow's quill to that of a man's arm. It is always found in sand.<p><DD>That word takes its name from an opinion that it has the quality of uniting fractured bones.",obloquious,Obloquious,,,,,,,,,
otherwhiles,"<p><b>OTH'ERWHILES, </b> adv. [other and while.] At other times.",obsequent,Obsequent,,,,,,,,,
ottoman,"<p><b>OT'TOMAN, </b> a. Designating something that pertains to the Turks or to their government; as the ottoman power or empire. The word originated in Othman or Osman, the name of a sultan who assumed the government about the year 1300.",obsequiousness,Obsequiousness,,,,,,,,,
ovate-lanceolate,"<p><b>OVATE-LAN'CEOLATE, </b> a. Having something of the form of an egg and a lance, inclining to the latter.",offenseless,Offenseless,,,,,,,,,
overwhelmingly,"<p><b>OVERWHELM'INGLY, </b> adv. In a manner to overwhelm.",opportunity,Opportunity,,,,,,,,,
overwing,"<p><b>OVERWING', </b> v.t. To outflank; to extend beyond the wing of an army.",opposal,Opposal,,,,,,,,,
overwise,"<p><b>OVERWI'SE, </b> a. s as z. Wise to affectation.",oppose,Oppose,,,,,,,,,
overwiseness,"<p><b>OVERWI'SENESS, </b> n. Pretended or affected wisdom.",opposed,Opposed,,,,,,,,,
overword,"<p><b>OVERWORD', </b> v.t. To say too much.",opposeless,Opposeless,,,,,,,,,
overwork,"<p><b>OVERWORK', </b> v.t. To work beyond the strength; to cause to labor too much; to tire.",opposer,Opposer,,,,,,,,,
overworn,"<p><b>OVERWORN, </b> a. <p><DD>1. Worn out; subdued by toil.<p><DD>2. Spoiled by time.",opposite,Opposite,,,,,,,,,
overwrestle,"<p><b>OVERWRESTLE, </b> v.t. overres'l. To subdue by wrestling.",oppositely,Oppositely,,,,,,,,,
overwrought,"<p><b>OVERWROUGHT, </b> pp. overraut'. <p><DD>1. Labored to excess.<p><DD>2. Worked all over; as overwrought with ornaments.",oppositeness,Oppositeness,,,,,,,,,
overyeared,"<p><b>OVERYE'ARED, </b> a. Too old. [Not used.]",oppositifolious,Oppositifolious,,,,,,,,,
overzealed,"<p><b>OVERZE'ALED, </b> a. Too much excited with zeal; ruled by too much zeal.",opposition,Opposition,,,,,,,,,
overzealous,"<p><b>OVERZEALOUS, </b> a. overzel'ous. Too zealous; eager to excess.",oppositionist,Oppositionist,,,,,,,,,
oxygenation,"<p><b>OXYGENA'TION, </b> n. The act, operation or process of combining with oxygen.",orator,Orator,,,,,,,,,
oxymoron,"<p><b>OXYMO'RON, </b> n. [Gr. a smart saying which at first view appears foolish.]<p><DD>A rhetorical figure, in which an epithet of a quite contrary signification is added to a word; as cruel kindness.<p><DD>Oxyprussic acid, chloroprussic acid.",orbed,Orbed,,,,,,,,,
oxyrrhodine,"<p><b>OXYR'RHODINE, </b> n. [compounded of Gr. acid, and rose.]<p><DD>A mixture of two parts of the oil of roses with one of the vinegar of roses.",orbic,Orbic,,,,,,,,,
oyer,"<p><b>OY'ER, </b> n. <p><DD>1. In law, a hearing or trial of causes. A court of oyer and terminer is constituted by a commission to inquire, hear and determine all treasons, felonies and misdemeanors.<p><DD>2. The hearing, as of a writ, bond, note or other specialty; as when a defendant in court prays oyer of a writing.",orbicularly,Orbicularly,,,,,,,,,
oyes,"<p><b>OYES, </b> This word is used by the sheriff or his substitute in making proclamation in court, requiring silence and attention. it is thrice repeated, and most absurdly pronounced, O yes.",orbicularness,Orbicularness,,,,,,,,,
oylet-hole,<p><b>OYLET-HOLE.</b> [See Eyelet-hole.],orbiculate,Orbiculate,,,,,,,,,
oyster,"<p><b>OYS'TER, </b> n. [L. ostrea; Gr. probably connected in origin with bone, and named from its hardness.]<p><DD>A bivalvular testaceous animal, found adhering to rocks or other fixed substances in salt water which is shallow, or in the mouths of rivers. Oysters are deemed nourishing and delicious.",orbiculation,Orbiculation,,,,,,,,,
oyster-shell,"<p><b>OYS'TER-SHELL, </b> n. The hard covering or shell of the oyster.",orbis,Orbis,,,,,,,,,
oyster-wench,"<p><b>OYS'TER-WENCH, </b>",orbit,Orbit,,,,,,,,,
oyster-wife,"<p><b>OYS'TER-WIFE, </b>",orbital,Orbital,,,,,,,,,
oyster-woman,"<p><b>OYS'TER-WOMAN, </b> n. A woman whose occupation is to sell oysters; a low woman.",orbitude,Orbitude,,,,,,,,,
pasch,"<p><b>PASCH</b>, n. [See Paschal.] The passover; the feast of Easter. [Not used.]",overmultitude,Overmultitude,,,,,,,,,
pash,"<p><b>PASH</b>, n. [L. facies, face.] A face. [Not used.]<p><DD>1. A blow. [Not used.]<p><b>PASH</b>, v.t. To strike; to strike down. [Not used.]",overnight,Overnight,,,,,,,,,
pashaw,"<p><b>PASHAW'</b>, n. In the Turkish dominions, a viceroy, governor or commander; a bashaw.",overnoise,Overnoise,,,,,,,,,
pashawlic,"<p><b>PASHAW'LIC</b>, n. The jurisdiction of a pashaw.",overoffended,Overoffended,,,,,,,,,
pasigraphy,"<p><b>PASIG'RAPHY</b>, n. [Gr. all, and writing.] A system of universal writing, or a manner of writing that may be understood and used by all nations.",overoffice,Overoffice,,,,,,,,,
pasque-flower,"<p><b>PASQUE-FLOWER</b>, n. pask'-flower. A flower, a species of anemone.",overofficious,Overofficious,,,,,,,,,
pasquiler,"<p><b>PAS'QUILER</b>, n. A lampooner.",overpass,Overpass,,,,,,,,,
pasquinade,"<p><b>PASQUINA'DE</b>, v.t. To lampoon; to satirize.",overpay,Overpay,,,,,,,,,
passade,<p><b>PASSA'DE</b>,overpicture,Overpicture,,,,,,,,,
passado,"<p><b>PASSA'DO</b>, n. A push or thrust.",overplus,Overplus,,,,,,,,,
passenger,"<p><b>P`ASSENGER</b>, n. One who is traveling, as in a public coach, or in a ship, or on foot. This is the usual, though corrupt orthography.<p>Passenger falcon, a kind of migratory hawk.",overponderous,Overponderous,,,,,,,,,
passibility,"<p><b>PASSIBIL'ITY</b>, n. The quality or capacity of receiving impressions from external agents; aptness to feel or suffer.",overpress,Overpress,,,,,,,,,
passibleness,"<p><b>PASSIBLENESS</b>, the same as passibility.",overprompt,Overprompt,,,,,,,,,
patefaction,"<p><b>PATEFAC'TION</b>, n. [L. patefactio; pateo, to open, and facio, to make.] The act of opening or manifesting; open declaration.",overstrew,Overstrew,,,,,,,,,
pearlash,"<p><b>PEARLASH</b>, n. perl'ash. An alkali obtained from the ashes of wood; refined potash.",paganize,Paganize,,,,,,,,,
peccability,"<p><b>PECCABIL'ITY</b>, n. [from peccable.] State of being subject to sin; capacity of sinning.",painstaker,Painstaker,,,,,,,,,
pediculous,"<p><b>PEDIC'ULOUS</b>, a. [L. pedicularis, form pediculus, a louse.]<p>Lousy; having the lousy distemper.",pallid,Pallid,,,,,,,,,
pellucidness,"<p><b>PELLU'CIDNESS</b>, n. Perfect clearness; transparency; as the pellucidity of the air; the pellucidness of a gem.",pandit,Pandit,,,,,,,,,
peltated,"<p><b>PELT'ATED</b>, a. [L. pelta, a target.] In botany, having the shape of a target or round shield, as a peltate stigma; having the petiole inserted in the disk, as a peltate leaf.",panegyric,Panegyric,,,,,,,,,
perigeum,"<p><b>PERIGE'UM</b>, n. [Gr. about, and the earth.] That point in the orbit of the sun or moon in which it is at the least distance from the earth; opposed to apogee.",partage,Partage,,,,,,,,,
perihelium,"<p><b>PERIHE'LIUM</b>, n. [Gr. about, and the sun.] That part of the orbit of a planet or comet, in which it is at its least distance from the sun; opposed to aphelion.",parted,Parted,,,,,,,,,
peterpence,"<p><b>PE'TERPENCE</b>, n. A tax or tribute formerly paid by the English people to the pope; being a penny for every house, payable at Lammas day. It was called also Romescot.",peastone,Peastone,,,,,,,,,
petroleum,"<p><b>PETRO'LEUM</b>, n. [Gr. a stone, and oil; quasi petrolaion.]<p>Rock oil, a liquid inflammable substance or bitumen exuding from the earth and collected on the surface of the water in wells, in various parts of the world, or oozing from cavities in rocks. This is essentially composed of carbon and hydrogen.",peculiarize,Peculiarize,,,,,,,,,
phantasy,"<p><b>PHAN'TASY</b>, [See Fantastic and Fancy.]",pedler,Pedler,,,,,,,,,
phasel,"<p><b>PHAS'EL</b>, n. [Gr.] The French bean or kidney bean.",peeress,Peeress,,,,,,,,,
philologic,<p><b>PHILOLOG'IC</b>,pellitory,Pellitory,,,,,,,,,
philological,"<p><b>PHILOLOG'ICAL</b>, a. [See Philology.] Pertaining to philology, or to the study and knowledge of language.",pellucid,Pellucid,,,,,,,,,
phlegmagogue,"<p><b>PHLEGMAGOGUE</b>, n. phleg'magog. [Gr. phlegm, and to drive.]<p>A term anciently used to denote a medicine supposed to possess the property of expelling phlegm.",penetrancy,Penetrancy,,,,,,,,,
pinchpenny,"<p><b>PINCH'PENNY</b>, n. A miser; a niggard.",peristerion,Peristerion,,,,,,,,,
play-pleasure,"<p><b>PLA'Y-PLEASURE</b>, n. Idle amusement. [Not used.]",phalarope,Phalarope,,,,,,,,,
plethrum,"<p><b>PLETH'RUM</b>, n. [Gr.] A square measure used in Greece, but the contents are not certainly known. Some authors suppose it to correspond with the Roman juger, or 240 feet; others allege it to be double the Egyptian aurora, which was the square of a hundred cubits.",phonology,Phonology,,,,,,,,,
plicated,"<p><b>PLI'CATED</b>, a. [L. plicatus, plico, to fold.]<p>Plaited; folded like a fan; as a plicate leaf.",phosphorous,Phosphorous,,,,,,,,,
pneumatical,"<p><b>PNEUMATICAL</b>, a. numat'ic. [Gr. breath, spirit; to breathe or blow.]<p><DD>1. Consisting of air, as a thin compressible substance; opposed to dense or solid substances.<p><DD><DD> The pneumatic substance being, in some bodies, the native spirit of the body.<p><DD>2. Pertaining to air, or to the philosophy of its properties; as pneumatic experiments; a pneumatic engine.<p><DD>3. Moved or played by means of air; as a pneumatic instrument of music.",pictorial,Pictorial,,,,,,,,,
pneumonic,"<p><b>PNEUMON'IC</b>, a. Pertaining to the lungs; pulmonic.<p><b>PNEUMON'IC</b>, n. A medicine for affections of the lungs.",picturesque,Picturesque,,,,,,,,,
polemical,"<p><b>POLEM'ICAL</b>, a. [Gr. war.]<p><DD>1. Controversial; disputative; intended to maintain an opinion or system in opposition to others; as a polemic treatise, discourse, essay or book; polemic divinity.<p><DD>2. Engaged in supporting an opinion or system by controversy; as a polemic writer.",pilose,Pilose,,,,,,,,,
polyacoustic,"<p><b>POLYACOUS'TIC</b>, a. [Gr. many, and to hear.] That multiples or magnifies sound; as a noun, an instrument to multiply sounds.",pinnite,Pinnite,,,,,,,,,
polyanthos,"<p><b>POLYANTH'OS</b>, n. [Gr. many, and a flower.] A plant of the genus Primula or primrose, whose flower stalks produce flowers in clusters.",pioning,Pioning,,,,,,,,,
polyedrous,<p><b>POLYEDROUS</b>. [See Polyhedron and Polyhedral.],piped,Piped,,,,,,,,,
polygamian,"<p><b>POLYGAM'IAN</b>, n. [Gr. many, and marriage.] In botany, a plant which bears hermaphrodite flowers, with male or female flowers, or both, not inclosed in the same common calyx, but scattered either on the same plant, or on two or three distinct individuals.<p><b>POLYGAM'IAN</b>, a. Producing hermaphrodite flowers, with male or female flowers, or both.",piperidge,Piperidge,,,,,,,,,
polygonous,"<p><b>POLYG'ONOUS</b>, a. Having many angles.",pique,Pique,,,,,,,,,
pomeroyal,"<p><b>POMEROY'AL</b>, n. Royal apple; a particular sort of apple.",pithless,Pithless,,,,,,,,,
pontlevis,"<p><b>PONT'LEVIS</b>, n. In horsemanship, a disorderly resisting of a horse by rearing repeatedly on his hind legs, so as to be in danger of coming over.",plainwork,Plain-work,,,,,,,,,
poplitic,"<p><b>POPLIT'IC</b>, a. [from L. poples, the ham.]<p>Pertaining to the ham or knee joint.",planetarium,Planetarium,,,,,,,,,
pram,<p><b>PRAM</b>,poize,Poize,,,,,,,,,
privy-signet,"<p><b>PRIVY-SIG'NET</b>, n. In England, the seal which the king uses previously in grants, &c. which are to pass the great seal, or which he uses in matters of subordinate consequence, which do not require the great seal.<p><DD>1. Privy-seal, is used elliptically for the principal secretary of state, or person entrusted with the privy-seal.<p><DD><DD>The king's sign manual is the warrant to the privy-seal, who makes out a writ or warrant thereon to the chancery. The sign manual is the warrant to the privy-seal, and the privy-seal is the warrant to the great seal.",predetermination,Predetermination,,,,,,,,,
psalmlography,"<p><b>PSALMLOG'RAPHY</b>, n. [Gr. psalm, and to write.]<p>The act or practice of writing psalms or sacred songs and hymns.",prodigiousness,Prodigiousness,,,,,,,,,
puppetmaster,"<p><b>PUP'PETM`ASTER</b>, n. The master of a puppet-show.",prophetically,Prophetically,,,,,,,,,
pygargus,"<p><b>PYG`ARGUS</b>, n. [Gr.] A fowl of the genus Falco, the female of the hen harrier.",protract,Protract,,,,,,,,,
quinine,"<p><b>QUIN'INE, </b> n. In pharmacy, a substance prepared from yellow bark possessing in a concentrated form, the tonic virtues of the bark, and capable of forming salts with acids. One of these, the sulphate of quinine, is much employed in intermittent fevers and other diseases, where powerful tonics are required.",pure,Pure,,,,,,,,,
rabbinical,"<p><b>RABBIN'ICAL, </b> a. Pertaining to the Rabbins, or to their opinions, learning and language.",pushing,Pushing,,,,,,,,,
rajahship,"<p><b>RA'JAHSHIP, </b> n. The dignity or principality of a rajah.",pyrotechnist,Pyrotechnist,,,,,,,,,
raments,"<p><b>RAM'ENTS, </b> n. [L. ramenta, a chip.] <p><DD>1. Scrapings; shavings;. [Not used.]<p><DD>2. In botany, loose scales on the stems of plants.",quab,Quab,,,,,,,,,
rebukable,"<p><b>REBU'KABLE, </b> a. [from rebuke.] Worthy of reprehension.",rainbow,Rainbow,,,,,,,,,
rectrix,"<p><b>REC'TRIX, </b> n. [L. rectrix.] A governess.",reach,Reach,,,,,,,,,
recureless,"<p><b>RECU'RELESS, </b> a. Incapable of cure or remedy. [Not in use.]",readily,Readily,,,,,,,,,
recurve,"<p><b>RECURVE, </b> v.t. recurv'. [L. recurvo, supra.] To bend back.",readjustment,Readjustment,,,,,,,,,
regather,"<p><b>REGATH'ER, </b> v.t. To gather or collect a second time.",recombined,Recombined,,,,,,,,,
regency,"<p><b>RE'GENCY, </b> n. [L. regens, from rego, to govern.]<p><DD>1. Rule' authority; government.<p><DD>2. Vicarious government.<p><DD>3. The district under the jurisdiction of a vicegerent.<p><DD>4. The body of men entrusted with vicarious government; as a regency constituted during a king's minority, insanity, or absence from the kingdom.",recomfortless,Recomfortless,,,,,,,,,
regicide,"<p><b>REG'ICIDE, </b> n. [L. rex, king, and caedo, to slay.]<p><DD>1. A king-killer; one who murders a king.<p><DD>2. The killing or murder of a king.",recommitted,Recommitted,,,,,,,,,
regil,"<p><b>REG'IL, </b> n. A fixed star of the first magnitude in Orion's left foot.",recommitting,Recommitting,,,,,,,,,
regimen,"<p><b>REG'IMEN, </b> n. [L. from rego, to govern.]<p><DD>1. In medicine, the regulation of diet with a view to the preservation or restoration of health; or in a more general sense, the regulation of all the non-naturals for the same purposes.<p><DD>2. Any regulation or remedy which is intended to produce beneficial effects by gradual operation.<p><DD>3. In grammar, government; that part of syntax or construction, which regulates the dependency of words, and the alterations which one occasions or requires in another in connection with it; the words governed.<p><DD>4. Orderly government; system of order.",recommunicate,Recommunicate,,,,,,,,,
regiment,"<p><b>REG'IMENT, </b> n. [L. regimen.]<p><DD>1. In military affairs, a body of men, either horse, foot or artillery, commanded by a colonel or lieutenant colonel and major, and consisting of a number of companies, usually from eight to ten.<p><DD>2. Government; mode of ruling; rule; authority; as used by Hooker, Hale and others. [Wholly obsolete.]<p><b>REG'IMENT, </b> v.t. To form into a regiment or into regiments with proper officers. [A military use of the word.]",recompact,Recompact,,,,,,,,,
regimented,"<p><b>REG'IMENTED, </b> pp. Formed into a regiment; incorporated with a regiment.",recompensed,Recompensed,,,,,,,,,
register,"<p><b>REG'ISTER, </b> n. [Low L. registrum, from regero, to set down in writing; re and gero, to carry.]<p><DD>1. A written account or entry of acts, judgments or proceedings, for preserving and conveying to future times an exact knowledge of transactions. The word appropriately denotes an official account of the proceedings of a public body, a prince, a legislature, a court an incorporated company and the like, and in this use it is synonymous with record. But in a lax sense, it signifies any account entered on paper to preserve the remembrance of what is done.<p><DD>2. The book in which a register or record is kept, as a parish register; also, a list, as the register of seamen.<p><DD>3. [Low L. registrarius.] The officer or person whose business is to write or enter in a book accounts of transactions, particularly of the acts and proceedings of courts or other public bodies; as the register of a court of probate; a register of deeds.<p><DD>4. In chimistry and the arts, an aperture with a lid, stopper or sliding plate, in a furnace.<p>stove, &c. for regulating the admission of air and the heat of the fire.<p><DD>5. The inner part of the mold in which types are cast.<p><DD>6. In printing, the correspondence of columns on the opposite sides of the sheet.<p><DD>7. A sliding piece of wood, used as a stop in an organ.<p><DD>Parish register, a book in which are recorded the baptisms of children and the marriages and burials of the parish.<p><DD>Register ship, a ship which obtains permission to trade to the Spanish West Indies and is registered before sailing.<p><b>REG'ISTER, </b> v.t. <p><DD>1. To record; to write in a book for preserving an exact account of facts and proceedings. The Greeks and Romans registered the names of all children born.<p><DD>2. To enroll; to enter in a list.",recompilement,Recompilement,,,,,,,,,
registership,"<p><b>REG'ISTERSHIP, </b> n. The office of register.",recompose,Recompose,,,,,,,,,
registrar,"<p><b>REG'ISTRAR, </b> n. An officer in the English universities, who has the keeping of all the public records.",recomposed,Recomposed,,,,,,,,,
registry,"<p><b>REG'ISTRY, </b> n.<p><DD>1. The act of recording or writing in a register.<p><DD>2. The place where a register is kept.<p><DD>3. A series of facts recorded.",recomposition,Recomposition,,,,,,,,,
reglement,"<p><b>REG'LEMENT, </b> n. Regulation. [Not used.]<p>",reconcilable,Reconcilable,,,,,,,,,
reglet,"<p><b>REG'LET, </b> n. [L. regula, rego.]<p><DD>A ledge of wood exactly planed, used by printers to separate lines and make the work more open.",reconcilableness,Reconcilableness,,,,,,,,,
regnant,"<p><b>REG'NANT, </b> a. [L. regno, to reign.]<p><DD>1. Reigning; exercising regal authority; as a queen regnant. The modern phrase is queen regent.<p><DD>2. Ruling; predominant; prevalent; having the chief power; as vices regnant. We now say, reigning vices.",reconcile,Reconcile,,,,,,,,,
repaid,"<p><b>REPA'ID, </b> pp. of repay. Paid back.",regurgitation,Regurgitation,,,,,,,,,
repair,"<p><b>REPA'IR, </b> v.t. [L. reparo; re and paro, to prepare. See Pare.]<p><DD>1. To restore to a sound or good state after decay, injury, dilapidation or partial destruction; as, to repair a house, a wall or a ship; to repair roads and bridges. Temperance and diet may repair a broken or enfeebled constitution. Food repairs the daily waste of the body.<p><DD>2. To rebuild a part decayed or destroyed; to fill up; as, to repair a breach.<p><DD>3. To make amends, as for an injury, by an equivalent; to indemnify for; as, to repair a loss or damage.<p><b>REPA'IR, </b> n. Restoration to a sound or good state after decay, waste, injury or partial destruction; supply of loss; reparation; as, materials are collected for the repair of a church or a city.<p><b>REPA'IR, </b> v.i. To go to; to betake one's self; to resort; as, to repair to a sanctuary for safety.<p><DD>Go, mount the winds and to the shades repair.<p><b>REPA'IR, </b> n. The act of betaking one's self to any place; a resorting; abode.",rehabilitate,Rehabilitate,,,,,,,,,
repairable,"<p><b>REPA'IRABLE, </b> a. That may be repaired; reparable.",rehabilitated,Rehabilitated,,,,,,,,,
repaired,"<p><b>REPA'IRED, </b> pp. Restored to a good or sound state; rebuilt; made good.",rehabilitating,Rehabilitating,,,,,,,,,
repairer,"<p><b>REPA'IRER, </b> n. One who repairs, restores or makes amends; as the repairer of decay.",rehabilitation,Rehabilitation,,,,,,,,,
repairing,"<p><b>REPA'IRING, </b> ppr. Restoring to a sound state; rebuilding; making amends for loss or injury.",rehear,Rehear,,,,,,,,,
repay,"<p><b>REPA'Y, </b> v.t. <p><DD>1. To pay back; to refund; as, to repay money borrowed or advanced.<p><DD>2. To make return or requital; in a good or bad sense; as, to repay kindness; to repay an injury.<p><DD>Benefits which cannot be repaid - are not commonly found to increase affection.<p><DD>3. To recompense, as for a loss.<p><DD>4. To compensate; as false honor repaid in contempt.",reimbursable,Reimbursable,,,,,,,,,
repayable,"<p><b>REPA'YABLE, </b> a. That is to be repaid or refunded; as money lent, repayable at the end of sixty days.",reimburse,Reimburse,,,,,,,,,
repaying,"<p><b>REPA'YING, </b> ppr. Paying back; compensating; requiting.",reimbursed,Reimbursed,,,,,,,,,
repayment,"<p><b>REPA'YMENT, </b> n.<p><DD>1. The act of paying back; reimbursement.<p><DD>2. The money or other thing repaid.",reimbursement,Reimbursement,,,,,,,,,
repruned,"<p><b>REPRU'NED, </b> pp. Pruned a second time.",relieved,Relieved,,,,,,,,,
repruning,"<p><b>REPRU'NING, </b> ppr. Pruning a second time.",reliever,Reliever,,,,,,,,,
republic,"<p><b>REPUB'LIC, </b> n. [L. respublica; res and publica; public affairs.]<p><DD>1. A commonwealth; a state in which the exercise of the sovereign power is lodged in representatives elected by the people. In modern usage, it differs from a democracy or democratic state, in which the people exercise the powers of sovereignty in person. Yet the democracies of Greece are often called republics.<p><DD>2. Common interest; the public. [Not in use.]<p><DD>Republic of letters, the collective body of learned men.",relievo,Relievo,,,,,,,,,
repudiable,"<p><b>REPU'DIABLE, </b> a. [from repudiate.] That may be rejected; fit or proper to be put away.",religiousness,Religiousness,,,,,,,,,
repudiate,"<p><b>REPU'DIATE, </b> v.t. [L. repudio.]<p><DD>1. To cast away; to reject; to discard.<p><DD>Atheists - repudiate all title to the kingdom of heaven.<p><DD>2. Appropriately, to put away; to divorce; as a wife.",relinquish,Relinquish,,,,,,,,,
repudiated,"<p><b>REPU'DIATED, </b> pp. Cast off; rejected; discarded; divorced.",relinquished,Relinquished,,,,,,,,,
repudiating,"<p><b>REPU'DIATING, </b> ppr. Casting off; rejecting; divorcing.",relinquisher,Relinquisher,,,,,,,,,
reputableness,"<p><b>REP'UTABLENESS, </b> n. The quality of being reputable.",reluctate,Reluctate,,,,,,,,,
reputably,"<p><b>REP'UTABLY, </b> adv. With reputation; without disgrace or discredit; as, to fill an office reputably.",reluctation,Reluctation,,,,,,,,,
repute,"<p><b>REPU'TE, </b> v.t. [L. reputo; re and puto, to think.]<p><DD>To think; to account; to hold; to reckon.<p><DD>The king was reputed a prince most prudent.<p><DD>Wherefore are we counted as beasts, and reputed vile in your sight. Job. 18.<p><b>REPU'TE, </b> n.<p><DD>1. Reputation; good character; the credit or honor derived from common or public opinion; as men of repute.<p><DD>2. Character; in a bad sense; as a man held in bad repute.<p><DD>3. Established opinion; as upheld by old repute.",relume,Relume,,,,,,,,,
reputed,"<p><b>REPU'TED, </b> pp. Reckoned; accounted.",relumed,Relumed,,,,,,,,,
reputedly,"<p><b>REPU'TEDLY, </b> adv. In common opinion or estimation.",relumine,Relumine,,,,,,,,,
reputeless,"<p><b>REPU'TELESS, </b> a. Disreputable; disgraceful.",relumined,Relumined,,,,,,,,,
reputing,"<p><b>REPU'TING, </b> ppr. Thinking; reckoning; accounting.",reluming,Reluming,,,,,,,,,
resigner,"<p><b>RESIGNER, </b> n. One that resigns.",remunerable,Remunerable,,,,,,,,,
revisionary,"<p><b>REVI'SIONARY, </b> a. Pertaining to revision.",resister,Resister,,,,,,,,,
rhymeless,"<p><b>RHY'MELESS, </b> a. Destitute of rhyme; not having consonance of sound.",restive,Restive,,,,,,,,,
rhymster,"<p><b>RHY'MSTER, </b> n. One who makes rhymes; a versifier; a poor poet.",restlessness,Restlessness,,,,,,,,,
rhythmical,"<p><b>RHYTH'MICAL, </b> a. [Gr., L. rhythmicus.]<p><DD>Having proportion of sound, or one sound proportioned to another; harmonical.<p><DD>Duly regulated by cadences, accents and quantities.",restoral,Restoral,,,,,,,,,
roche-alum,"<p><b>ROCHE-ALUM, </b> n. <p><DD>Rock-alum, a purer kind of alum.<p><DD>Rochelle salt, tartrate of potash and soda.",reverend,Reverend,,,,,,,,,
roe-stone,"<p><b>RO'E-STONE, </b> n. Called also oolite, which see.",reverting,Reverting,,,,,,,,,
romescot,"<p><b>ROMESCOT, </b> n. A tax of a penny on a house, formerly paid by the people of England to the church of Rome.",revivify,Revivify,,,,,,,,,
rubbish,"<p><b>RUB'BISH, </b> n. [from rub; properly, that which is rubbed off; but not now used in this limited sense.]<p><DD>1. Fragments of buildings; broken or imperfect pieces of any structure; ruins.<p><DD>He saw the towns one half in rubbish lie.<p><DD>2. Waste or rejected matter; any thing worthless.<p><DD>3. Mingled mass; confusion.",rimy,Rimy,,,,,,,,,
safflower,"<p><b>SAF'FLOWER, </b> n. The plant, bastard saffron, of the genus Carthamus.<p><b>SAF'FLOWER, </b> n. A deep red fecula separated from orange-colored flowers, particularly those of the Carthamustinctorius; called also Spanish red and China lake.<p><DD>The dried flowers of the Carthamustinctorius.",rotundo,Rotundo,,,,,,,,,
sagapenum,"<p><b>SAGAPE'NUM, </b> n. In pharmacy, a gum-resin, brought from Persia and the East in granules or in masses. It is a compact substance, heavy, of a reddish color, with small whitish or yellowish specks. It is an attenuant, sperient and discutient.",roughhew,Rough-hew,,,,,,,,,
sandarac,"<p><b>SAN'DARAC, </b>",rupee,Rupee,,,,,,,,,
sarcasm,"<p><b>S'ARCASM, </b> n. [l. sarcasmus; Gr. from to deride or sneer at, primarily to fly or pluck off the skin.]<p><DD>A keen reproachful expression; a satirical remark or expression, uttered with some degree of scorn or contempt; a taunt; a gibe. Of this we have an example in the remark of the Jews respecting Christ, on the cross,""He saved others, himself he cannot save.",saber,Saber,,,,,,,,,
sarcocolla,"<p><b>S'ARCOCOL'LA, <DD></b>n. [Gr. compounded of flesh and glue.]<p><DD>A semi-transparent solid substance, imported from Arabia and Persia in grains of a light yellow or red color. It is sometimes called a gum resin, as it partakes of the qualities of both gum and resin. It has its name from its use in healing wounds and ulcers.",sabulosity,Sabulosity,,,,,,,,,
sarmatic,"<p><b>SARMAT'IC, </b> a. Pertaining to Sarmatia and its inhabitants, the ancestors of the Russians and Poles.",sacramental,Sacramental,,,,,,,,,
sarsaparilla,"<p><b>S'ARSAPARIL'LA, </b> n. A plant, a species of Smilax, valued in medicine for its mucilaginous and farinaceous or demulcent qualities.",sacredness,Sacredness,,,,,,,,,
saucisson,"<p><b>SAU'CISSON, </b> n.<p><DD>In mining or gunnery, a long pipe or bag, made of cloth well pitched, or of leather, filled with powder, and extending from the chamber of the mine to the entrance of the gallery. To preserve the powder from dampness, it is generally placed in a wooden pipe. It serves to communicate fire to mines, caissons, bomb-chests, &c.",saim,Saim,,,,,,,,,
sciatherical,"<p><b>SCIATHER'ICAL, </b> a. [Gr. a shadow, and a catching.]<p><DD>Belonging to a sun-dial. [Little used.]",sassafras,Sassafras,,,,,,,,,
scotist,"<p><b>SCO'TIST, </b> n.<p><DD>One of the followers of Scotus, a sect of school divines who maintained the immaculate conception of the virgin, or that she was born without original sin; in opposition to the Thomists, or followers of Thomas Aquinas.",saxon,Saxon,,,,,,,,,
scraggedness,"<p><b>SCRAG'GEDNESS, </b>",scalder,Scalder,,,,,,,,,
scraggily,"<p><b>SCRAG'GILY, </b> adv. With leanness and roughness.",scaldhead,Scaldhead,,,,,,,,,
sea-bounded,"<p><b>SE'A-BOUNDED</b>, ",schoolmistress,Schoolmistress,,,,,,,,,
